time,emotions_joy,emotions_sadness,emotions_disgust,emotions_contempt,emotions_anger,emotions_fear,emotions_surprise,emotions_valence,emotions_engagement,appearance_gender,appearance_glasses,appearance_age,appearance_ethnicity,expressions_smile,expressions_innerBrowRaise,expressions_browRaise,expressions_browFurrow,expressions_noseWrinkle,expressions_upperLipRaise,expressions_lipCornerDepressor,expressions_chinRaise,expressions_lipPucker,expressions_lipPress,expressions_lipSuck,expressions_mouthOpen,expressions_smirk,expressions_eyeClosure,expressions_attention,expressions_lidTighten,expressions_jawDrop,expressions_dimpler,expressions_eyeWiden,expressions_cheekRaise,expressions_lipStretch,emoji_relaxed,emoji_smiley,emoji_laughing,emoji_kissing,emoji_disappointed,emoji_rage,emoji_smirk,emoji_wink,emoji_stuckOutTongueWinkingEye,emoji_stuckOutTongue,emoji_flushed,emoji_scream,emoji_dominantEmoji,key
3.85,0.0018287142738699913,0.03702851012349129,0.42780423164367676,0.19312183558940887,0.0015769412275403738,0.005038189701735973,0.22280853986740112,0,0.0810602456331253,Unknown,Yes,Unknown,Unknown,3.221933653207998e-8,6.637864589691162,0.11138614267110825,0.01732391119003296,0.00043094815919175744,0.000794809078797698,0.0011431215098127723,0.030220836400985718,0.04197757691144943,0.006536788772791624,0.005679477006196976,0.2517082989215851,0.018860619515180588,1.6399414448642347e-7,90.80877685546875,0.0069564152508974075,0.10179285705089569,0.012282698415219784,0.00021283861133269966,0.00009897143172565848,0.0026771402917802334,0.0018205444794148207,0.0018193521536886692,0.0018193521536886692,0.001843098783865571,0.001829465851187706,0.0015769412275403738,0.0000019099832115898607,0.004126603715121746,2.2977638244628906,2.2977638244628906,0.0018291572341695428,0.028523415327072144,😐,j4zwnyya
5.09,0.0014735425356775522,0.05011093616485596,0.43213507533073425,0.20487986505031586,0.0020216188859194517,0.005705936346203089,0.18449242413043976,0,0.10022804141044617,Unknown,Yes,Unknown,Unknown,1.0449219267627541e-8,7.382669448852539,0.07161454111337662,3.2817792892456055,0.0007594648050144315,2.4185459324144176e-7,0.055574871599674225,0.006376404780894518,0.02386286109685898,0.04044969379901886,0.0014650527155026793,0.055035319179296494,0.00015036697732284665,0.000005043002602178603,92.28829193115234,0.8238707780838013,0.037884265184402466,0.01876157708466053,0.006870080716907978,0.00486000208184123,0.0036309377755969763,0.0016191101167351007,0.0014372783480212092,0.0014372783480212092,0.0018370395991951227,0.0018476602854207158,0.0020216188859194517,0.0000019020581021322869,0.0031200393568724394,2.2977561950683594,2.2977561950683594,0.001831372152082622,0.02822498232126236,😐,j4zwnyya
5.35,0.001639838214032352,0.04125410318374634,0.42733585834503174,0.19870930910110474,0.0018303506076335907,0.005307346116751432,0.19888463616371155,0,0.08928894251585007,Unknown,Yes,Unknown,Unknown,3.149175364924872e-9,6.288403511047363,0.06163562834262848,1.6464121341705322,0.0009654529276303947,5.469219672704639e-7,0.027915529906749725,0.004129639361053705,0.07142706215381622,0.003390180878341198,0.0024686530232429504,0.0308871790766716,0.00034237586078234017,8.05163949735288e-7,92.99244689941406,0.24440202116966248,0.04514358565211296,0.021967986598610878,0.005001349374651909,0.0007811782998032868,0.002269071526825428,0.00166902388446033,0.0015281401574611664,0.0015281401574611664,0.0018450170755386353,0.0018430263735353947,0.0018303506076335907,0.0000019020978925254894,0.003186410292983055,2.2977631092071533,2.2977631092071533,0.001831061439588666,0.02817922830581665,😐,j4zwnyya
5.51,0.0016909847036004066,0.03638256713747978,0.42667290568351746,0.19697272777557373,0.0018381697591394186,0.005101626273244619,0.19961048662662506,0,0.0866415947675705,Unknown,Yes,Unknown,Unknown,2.762337469874865e-9,4.9565815925598145,0.07752620428800583,1.1759592294692993,0.001006408012472093,5.840416861246922e-7,0.006727952044457197,0.005213082768023014,0.12013682723045349,0.005182998720556498,0.0012603868963196874,0.0551205538213253,0.0005830585723742843,1.974848515828853e-7,93.23860168457031,0.2402883917093277,0.07971423119306564,0.0148302698507905,0.0017813597805798054,0.0017854450270533562,0.0020939300302416086,0.0016952116275206208,0.0015769180608913302,0.0015769180608913302,0.0018531704554334283,0.0018391258781775832,0.0018381697591394186,0.000001902145072563144,0.00311623839661479,2.2977616786956787,2.2977616786956787,0.0018306004349142313,0.028208913281559944,😐,j4zwnyya
5.61,0.0016367555363103747,0.037228845059871674,0.42659085988998413,0.19889560341835022,0.0019388964865356684,0.005173858255147934,0.19219321012496948,0,0.08973496407270432,Unknown,Yes,Unknown,Unknown,1.448722142249892e-9,4.703612804412842,0.0399044007062912,1.6926921606063843,0.001210907008498907,5.873427539881959e-7,0.011067848652601242,0.004156878218054771,0.09496789425611496,0.002817888045683503,0.0020662834867835045,0.05490614101290703,0.0010103941895067692,8.399567974493038e-8,92.91717529296875,0.23156912624835968,0.08060133457183838,0.010309642180800438,0.00088111701188609,0.0011901708785444498,0.001665990217588842,0.001700759632512927,0.0015863997396081686,0.0015863997396081686,0.0018551135435700417,0.0018375369254499674,0.0019388964865356684,0.000001902214080473641,0.002960341516882181,2.297759532928467,2.297759532928467,0.0018302950775250793,0.02820836380124092,😐,j4zwnyya
5.7,0.0017330851405858994,0.04061102122068405,0.42655137181282043,0.19564507901668549,0.0016679425025358796,0.005223204381763935,0.21213193237781525,0,0.08447015285491943,Unknown,Yes,Unknown,Unknown,1.792420434298947e-9,7.003973960876465,0.051818735897541046,0.813072919845581,0.000800454814452678,4.1788169369283423e-7,0.008907455019652843,0.0052331057377159595,0.1273791790008545,0.004629688337445259,0.0020216514822095633,0.055035948753356934,0.0008459815289825201,8.229017112171277e-8,93.33354187011719,0.1549832969903946,0.05661778151988983,0.009548173286020756,0.0012035008985549212,0.0009250672301277518,0.0018225196981802583,0.0017150990897789598,0.0016132809687405825,0.0016132809687405825,0.0018584788776934147,0.0018364394782111049,0.0016679425025358796,0.0000019022415926883696,0.002900550840422511,2.2977588176727295,2.2977588176727295,0.0018301333766430616,0.02821289375424385,😐,j4zwnyya
5.79,0.001732819015160203,0.03453493490815163,0.42651593685150146,0.19564422965049744,0.0018073971150442958,0.0050133634358644485,0.2022934854030609,0,0.08454717695713043,Unknown,Yes,Unknown,Unknown,1.7029664345358242e-9,4.58054780960083,0.06085922196507454,0.8134798407554626,0.0006809835904277861,3.743545846646157e-7,0.004174970090389252,0.005005581304430962,0.13974040746688843,0.002862171735614538,0.0011342463549226522,0.06432735174894333,0.0007339186850003898,1.3255420583391242e-7,93.76789093017578,0.1310521513223648,0.0678684189915657,0.006829301826655865,0.0008441247045993805,0.0006563068018294871,0.0019680808763951063,0.001724557252600789,0.0016310972860082984,0.0016310972860082984,0.0018614246509969234,0.0018354454077780247,0.0018073971150442958,0.0000019022521655642777,0.0028282529674470425,2.297757625579834,2.297757625579834,0.0018300055526196957,0.028224030509591103,😐,j4zwnyya
5.91,0.0017424965044483542,0.03564121201634407,0.4264841377735138,0.19534094631671906,0.0017613305244594812,0.005049281287938356,0.205581933259964,0,0.08432126045227051,Unknown,Yes,Unknown,Unknown,2.1408479433659977e-9,5.1487650871276855,0.05944989249110222,0.7292162775993347,0.00042627734364941716,3.582139527225081e-7,0.0045312922447919846,0.00667189434170723,0.18651622533798218,0.0042587402276694775,0.0009151945705525577,0.064787358045578,0.0009759049280546606,1.7655041872899346e-8,94.0237808227539,0.08385664969682693,0.05727695673704147,0.0049119023606181145,0.0017020999221131206,0.00048488419270142913,0.001895565539598465,0.0017321027116850019,0.001645348616875708,0.001645348616875708,0.0018658175831660628,0.0018347521545365453,0.0017613305244594812,0.0000019022742208107957,0.0027553699910640717,2.297755479812622,2.297755479812622,0.0018299551447853446,0.028229601681232452,😐,j4zwnyya
6.03,0.0017222651513293386,0.03707941249012947,0.4265141189098358,0.19603587687015533,0.0017690876265987754,0.005116071552038193,0.2045813500881195,0,0.08531806617975235,Unknown,Yes,Unknown,Unknown,2.222019235276207e-9,5.521945953369141,0.03789267688989639,0.9190094470977783,0.0006878296844661236,3.179913221629249e-7,0.0037380196154117584,0.004846899304538965,0.16138747334480286,0.0039510163478553295,0.0011316240997985005,0.06689872592687607,0.0009682467207312584,1.5169931089076272e-7,93.33966827392578,0.08317849785089493,0.0604291670024395,0.005178523249924183,0.0013915648451074958,0.00025211955653503537,0.0018983697518706322,0.0017364068189635873,0.0016532319132238626,0.0016532319132238626,0.0018680343637242913,0.001834199414588511,0.0017690876265987754,0.0000019022902506549144,0.0026818837504833937,2.2977547645568848,2.2977547645568848,0.0018299042712897062,0.028223125264048576,😐,j4zwnyya
6.14,0.00171909318305552,0.03386588767170906,0.4265560209751129,0.1961176097393036,0.0018529188819229603,0.004998098127543926,0.199133038520813,0,0.0866081714630127,Unknown,Yes,Unknown,Unknown,1.6068254504730817e-9,4.1514105796813965,0.058835193514823914,0.9390909075737,0.0010745954932644963,4.3475449729157845e-7,0.003950296901166439,0.004445233847945929,0.35160163044929504,0.004303078632801771,0.0008258534944616258,0.07549688220024109,0.001359325833618641,1.0839676711782431e-8,93.89605712890625,0.07587596774101257,0.07550249248743057,0.007527303881943226,0.0019095945172011852,0.00016942122601903975,0.0016575498739257455,0.001754505792632699,0.0016866429941728711,0.0016866429941728711,0.0018821333069354296,0.0018320417730137706,0.0018529188819229603,0.000001902354142657714,0.0025721665006130934,2.297755002975464,2.297755002975464,0.001829697866924107,0.028229905292391777,😐,j4zwnyya
